user_id,movie_id,rating
9,1539,5
9,416,5
9,297,5
9,54,5
9,102,4
9,615,4
9,1734,5
9,465,5
9,332,5
9,651,5
9,1434,5
9,1602,4
9,782,4
9,808,5
9,983,4
9,124,5
9,1692,5
9,1265,5
9,728,5
9,229,5
9,56,1
9,69,1
9,1026,1
9,1818,1
9,188,1
9,843,1
9,58,2
9,1867,1
9,51,1
9,5,1
9,1085,1
9,431,1
9,982,1
9,437,1
9,148,1
9,1276,1
9,1490,1
9,160,1
9,1287,1
9,482,1
9,30,1
9,1992,1
9,1949,1
9,872,1
9,306,1
10,488,5
10,899,5
10,54,5
10,808,5
10,102,4
10,1595,5
10,416,5
10,700,4
10,1045,5
10,1271,4
10,651,4
10,1539,5
10,465,5
10,229,5
10,32,4
10,1602,5
10,702,5
10,1802,5
10,1734,5
10,1977,5
10,332,5
10,1096,5
10,1434,4
10,983,5
10,1265,5
10,56,1
10,1188,1
10,563,1
10,1754,1
10,58,1
10,1649,1
10,1026,1
10,1801,2
10,274,1
10,1867,1
10,1560,1
10,51,1
10,136,1
10,1938,1
10,843,1
10,306,1
10,562,1
10,360,1
10,1779,2
10,1701,1
10,291,1
10,1850,1
10,1276,1
10,1668,1
10,1490,1
11,702,5
11,424,5
11,1096,5
11,1802,5
11,651,5
11,1602,5
11,1434,5
11,1692,5
11,488,5
11,899,5
11,808,5
11,700,5
11,297,5
11,102,5
11,1271,5
11,368,5
11,1265,4
11,332,5
11,1977,5
11,912,5
11,124,5
11,1734,5
11,1595,5
11,465,5
11,728,5
11,35,1
11,188,1
11,354,1
11,1237,2
11,1649,1
11,982,1
11,1560,1
11,1867,1
11,1754,1
11,148,1
11,1500,1
11,56,1
11,843,1
11,1085,1
11,1451,1
11,1949,2
11,1327,1
11,1378,2
11,1287,1
11,1836,1
11,807,1
11,227,1
11,1490,1
11,291,1
11,1859,1
12,51,5
12,1560,5
12,1500,4
12,1434,5
12,1818,5
12,880,5
12,136,5
12,1754,4
12,1451,5
12,1026,5
12,437,5
12,982,5
12,354,4
12,1801,5
12,1204,5
12,1927,4
12,431,5
12,1237,4
12,274,5
12,563,4
12,94,4
12,56,5
12,5,5
12,1867,4
12,188,5
12,1888,2
12,1977,2
12,368,1
12,1096,1
12,297,2
12,416,1
12,1595,1
12,700,1
12,1539,1
12,424,1
12,615,1
12,488,1
12,54,1
12,899,1
12,1265,1
12,360,1
12,1378,1
12,227,1
12,590,1
12,392,1
12,1992,2
12,291,2
12,1949,1
12,1836,1
12,1973,1
13,1949,5
13,1378,5
13,482,5
13,1689,4
13,10,5
13,1967,5
13,1779,5
13,562,5
13,17,5
13,1149,5
13,1287,5
13,1327,5
13,1247,5
13,113,5
13,590,5
13,1568,4
13,1885,4
13,1859,4
13,360,5
13,1701,5
13,1276,5
13,200,4
13,1668,5
13,1836,5
13,872,5
13,488,1
13,465,1
13,1434,1
13,1271,1
13,728,1
13,124,1
13,229,1
13,1061,1
13,297,1
13,1692,1
13,1927,1
13,1085,1
13,880,1
13,431,1
13,843,1
13,94,1
13,58,1
13,188,1
13,982,1
13,1204,1
14,590,5
14,1850,5
14,17,5
14,969,5
14,160,5
14,482,5
14,1247,5
14,360,5
14,1276,5
14,1949,5
14,351,5
14,1568,5
14,30,5
14,327,5
14,1992,4
14,1149,5
14,291,5
14,200,5
14,1327,4
14,1701,5
14,10,5
14,1490,5
14,113,5
14,807,5
14,306,5
14,1802,1
14,1595,1
14,488,1
14,1265,1
14,1734,1
14,651,1
14,1096,1
14,1602,1
14,297,2
14,1539,1
14,1237,1
14,1188,1
14,1085,2
14,880,1
14,1801,1
14,334,1
14,94,1
14,58,1
14,563,1
14,51,2
15,590,4
15,30,5
15,1992,4
15,1967,5
15,291,5
15,113,5
15,1568,5
15,160,5
15,482,5
15,1701,5
15,1885,5
15,306,5
15,1378,5
15,872,5
15,327,5
15,1973,5
15,1779,4
15,1287,4
15,1276,5
15,351,5
15,1689,5
15,360,5
15,1859,5
15,392,5
15,1490,5
15,297,1
15,32,1
15,1096,1
15,332,1
15,1045,1
15,102,1
15,54,1
15,1802,1
15,808,1
15,1595,1
15,1085,1
15,1938,1
15,678,1
15,35,1
15,1649,1
15,880,1
15,58,2
15,188,1
15,51,1
15,5,1
16,1818,4
16,274,5
16,51,5
16,437,5
16,431,5
16,1237,5
16,1801,5
16,94,5
16,334,5
16,1434,5
16,1451,4
16,880,5
16,69,5
16,188,5
16,35,5
16,148,5
16,1927,5
16,136,5
16,1500,5
16,1560,5
16,1204,5
16,1938,5
16,563,5
16,1026,5
16,982,4
16,1595,1
16,54,1
16,1692,1
16,1539,1
16,1061,1
16,1265,1
16,1602,1
16,32,1
16,488,1
16,1096,1
16,1888,1
16,702,1
16,983,1
16,1734,1
16,327,1
16,1490,1
16,306,1
16,1378,1
16,113,1
16,1949,1
16,160,1
16,1327,1
16,1276,1
16,1859,1
17,56,5
17,1500,5
17,1434,5
17,188,5
17,35,5
17,1188,5
17,678,5
17,982,5
17,1649,5
17,437,5
17,1927,5
17,1451,5
17,58,5
17,1938,5
17,51,4
17,1237,5
17,5,4
17,1085,5
17,1754,4
17,148,5
17,843,5
17,354,4
17,274,5
17,880,4
17,69,5
17,1802,1
17,1977,1
17,488,1
17,700,2
17,1692,1
17,1096,2
17,1045,1
17,124,1
17,32,1
17,332,1
17,1539,1
17,54,1
17,1734,1
17,102,1
17,1061,1
17,590,1
17,1992,1
17,306,1
17,807,2
17,392,1
17,1701,1
17,1689,1
17,1490,1
17,562,1
17,1949,1
18,291,5
18,17,5
18,160,4
18,562,5
18,1378,5
18,360,4
18,1779,5
18,482,5
18,10,5
18,392,5
18,1949,5
18,872,4
18,969,5
18,1689,5
18,1859,5
18,1327,5
18,113,5
18,1701,5
18,30,5
18,1885,5
18,351,5
18,227,4
18,807,5
18,327,4
18,200,4
18,229,1
18,1692,1
18,1434,1
18,465,1
18,424,2
18,983,1
18,1977,1
18,1271,1
18,782,1
18,651,2
18,1204,1
18,1818,1
18,1026,1
18,1938,1
18,51,2
18,1560,1
18,334,1
18,563,1
18,35,1
18,678,1
19,1188,5
19,843,5
19,563,5
19,1085,5
19,1927,5
19,1649,5
19,51,5
19,431,4
19,1560,5
19,5,5
19,1754,5
19,94,5
19,136,4
19,69,5
19,148,5
19,1451,4
19,334,5
19,58,5
19,880,5
19,1801,5
19,437,4
19,678,5
19,354,5
19,35,5
19,1500,4
19,488,1
19,54,1
19,1061,1
19,297,1
19,1595,1
19,983,1
19,465,1
19,1271,1
19,32,1
19,1539,1
19,1096,1
19,1692,1
19,1734,1
19,728,1
19,700,1
19,17,1
19,360,1
19,1701,1
19,1149,1
19,1689,1
19,1568,2
19,1885,1
19,1859,1
19,392,2
19,113,1
20,291,5
20,562,5
20,1327,5
20,1149,5
20,306,4
20,872,5
20,1276,5
20,1850,5
20,1668,5
20,1836,5
20,590,5
20,1568,5
20,1949,5
20,392,5
20,1701,4
20,1490,4
20,1973,5
20,10,5
20,1885,4
20,17,5
20,1247,5
20,360,5
20,351,5
20,1689,5
20,113,5
20,488,2
20,1802,1
20,1692,1
20,651,1
20,102,1
20,1602,1
20,32,1
20,124,1
20,332,2
20,1265,1
20,1451,1
20,880,1
20,431,1
20,563,1
20,1237,2
20,334,1
20,982,1
20,56,1
20,1204,1
20,1867,1
21,306,5
21,360,5
21,392,5
21,1247,5
21,291,4
21,1779,5
21,1490,5
21,1276,5
21,1836,5
21,1668,5
21,30,4
21,969,5
21,351,4
21,17,5
21,1701,4
21,200,5
21,1689,5
21,1992,5
21,1850,5
21,1327,5
21,1859,4
21,590,5
21,1973,5
21,482,5
21,1149,5
21,1692,1
21,424,1
21,615,1
21,1271,1
21,702,1
21,983,1
21,368,1
21,700,1
21,1434,1
21,808,1
21,94,1
21,334,1
21,58,1
21,354,1
21,1801,1
21,1026,1
21,1204,1
21,1649,1
21,148,1
22,1992,4
22,482,5
22,227,5
22,1850,4
22,351,4
22,327,5
22,1859,5
22,969,4
22,1973,5
22,562,4
22,1490,5
22,1701,5
22,1327,5
22,1149,5
22,306,5
22,360,5
22,30,5
22,1689,5
22,1668,5
22,1836,5
22,1287,5
22,160,5
22,200,5
22,1779,5
22,291,4
22,424,1
22,1096,1
22,782,1
22,1734,1
22,488,1
22,899,1
22,1977,1
22,700,1
22,32,2
22,651,2
22,1754,1
22,274,1
22,354,1
22,188,1
22,563,1
22,51,1
22,56,1
22,334,1
22,1927,1
22,1204,1
23,1850,5
23,113,5
23,1859,5
23,1779,5
23,1149,5
23,1287,5
23,807,4
23,1973,4
23,351,5
23,17,5
23,872,5
23,160,5
23,1568,4
23,306,5
23,30,5
23,10,4
23,482,5
23,1949,5
23,1327,5
23,392,5
23,1378,5
23,1701,5
23,562,4
23,590,5
23,1247,5
23,1802,1
23,1271,1
23,700,1
23,54,1
23,1265,1
23,782,1
23,332,1
23,899,1
23,651,1
23,1602,2
23,880,1
23,1927,1
23,563,1
23,334,1
23,5,2
23,1801,1
23,1204,1
23,56,1
23,1026,1
23,1560,1
24,1265,5
24,1045,5
24,465,5
24,782,4
24,1434,4
24,1888,5
24,1977,5
24,32,5
24,416,5
24,102,5
24,1271,5
24,1602,5
24,615,5
24,912,5
24,124,5
24,808,5
24,899,5
24,700,5
24,229,5
24,1061,5
24,332,5
24,297,5
24,1692,5
24,54,5
24,1595,5
24,5,1
24,563,2
24,1451,1
24,1188,1
24,1801,1
24,148,1
24,1085,1
24,982,1
24,188,1
24,1818,1
24,1560,1
24,843,1
24,51,1
24,1927,1
24,327,1
24,360,1
24,1973,1
24,1568,1
24,872,2
24,351,2
24,113,1
24,1287,1
24,17,1
24,1850,1
25,1701,5
25,1276,4
25,1859,5
25,1992,5
25,1287,4
25,306,5
25,872,5
25,113,5
25,1149,5
25,1949,5
25,1689,5
25,1836,5
25,1327,5
25,590,5
25,807,5
25,160,5
25,351,5
25,1850,5
25,1973,4
25,969,4
25,1967,5
25,1885,5
25,482,5
25,1490,5
25,562,5
25,488,1
25,899,1
25,1265,1
25,297,2
25,1434,1
25,1602,1
25,54,1
25,416,1
25,1888,1
25,1734,1
25,1026,1
25,1867,1
25,334,1
25,136,1
25,880,1
25,1818,1
25,69,1
25,1801,1
25,1560,1
26,1188,5
26,5,5
26,354,5
26,1560,4
26,1204,5
26,136,5
26,437,5
26,1500,5
26,1649,5
26,188,5
26,56,5
26,880,4
26,51,5
26,982,5
26,69,5
26,1754,5
26,1801,5
26,1818,5
26,1026,5
26,678,5
26,58,4
26,1938,4
26,274,5
26,843,5
26,1927,5
26,416,1
26,465,1
26,1595,1
26,1734,1
26,1271,1
26,702,1
26,782,1
26,102,2
26,54,1
26,368,1
26,229,1
26,332,1
26,1045,1
26,297,2
26,1434,1
26,590,1
26,1701,1
26,1276,1
26,327,1
26,160,1
26,30,1
26,807,1
26,1949,2
26,392,1
26,1149,1
27,392,5
27,1992,5
27,327,5
27,1689,5
27,1701,5
27,807,5
27,1247,5
27,562,5
27,17,5
27,590,4
27,113,5
27,1973,5
27,1568,5
27,1378,5
27,1668,5
27,872,4
27,1287,5
27,482,5
27,969,5
27,1276,5
27,291,5
27,1836,5
27,1967,4
27,1850,5
27,30,4
27,54,1
27,1271,1
27,615,1
27,808,1
27,488,1
27,229,1
27,1802,1
27,416,1
27,32,1
27,297,1
27,1085,1
27,1188,1
27,1500,1
27,563,1
27,51,1
27,1451,1
27,1204,1
27,94,1
27,334,1
27,437,1
28,1973,5
28,1689,5
28,351,5
28,1287,5
28,1850,5
28,17,5
28,1779,5
28,969,5
28,1247,5
28,1992,5
28,562,4
28,1490,5
28,1701,5
28,327,4
28,227,5
28,1668,4
28,1378,5
28,360,5
28,30,5
28,160,5
28,200,5
28,291,5
28,1885,5
28,1327,5
28,306,5
28,728,1
28,297,1
28,899,1
28,1602,1
28,912,1
28,702,1
28,229,1
28,332,2
28,488,1
28,416,1
28,1938,1
28,563,1
28,148,1
28,1500,1
28,1434,1
28,1085,1
28,1867,1
28,437,1
28,354,1
28,1754,1
29,983,5
29,102,5
29,229,5
29,1539,5
29,1061,5
29,615,5
29,1434,5
29,54,5
29,124,5
29,1096,5
29,368,4
29,424,5
29,1595,5
29,1602,5
29,1692,5
29,32,5
29,488,5
29,1265,5
29,297,5
29,651,4
29,1734,5
29,808,5
29,1977,5
29,702,5
29,465,5
29,982,1
29,56,1
29,1560,1
29,1754,1
29,1188,1
29,136,1
29,188,1
29,354,1
29,843,1
29,880,1
29,58,1
29,678,1
29,334,1
29,1085,1
29,482,2
29,969,1
29,327,1
29,30,1
29,1949,1
29,1836,1
29,1276,1
29,1973,1
29,1378,1
29,392,1
30,1692,4
30,1096,5
30,1602,5
30,1045,5
30,782,4
30,424,5
30,297,5
30,700,4
30,32,5
30,1539,5
30,728,5
30,488,5
30,1271,5
30,465,5
30,702,5
30,124,5
30,808,5
30,1265,5
30,102,5
30,615,5
30,1888,5
30,1434,5
30,651,5
30,1595,5
30,899,5
30,188,1
30,136,1
30,5,1
30,431,2
30,274,1
30,1754,1
30,1451,1
30,1927,1
30,1938,1
30,880,1
30,69,1
30,1500,1
30,148,2
30,51,1
30,1668,1
30,872,1
30,30,1
30,1992,2
30,1247,2
30,1287,1
30,1836,2
30,1967,1
30,10,1
30,392,1
31,1434,5
31,1237,5
31,563,5
31,51,5
31,148,5
31,1500,5
31,431,5
31,136,5
31,1801,5
31,880,5
31,1818,5
31,1204,4
31,35,5
31,1867,5
31,843,4
31,1927,5
31,334,5
31,1754,5
31,437,5
31,1026,4
31,5,5
31,1649,5
31,1085,5
31,1938,5
31,94,5
31,1061,2
31,1802,1
31,983,1
31,1977,1
31,488,1
31,782,1
31,728,1
31,702,1
31,808,1
31,1096,1
31,1595,1
31,1602,2
31,416,1
31,465,1
31,124,1
31,200,1
31,291,1
31,1701,1
31,1689,1
31,872,1
31,807,1
31,327,1
31,1247,1
31,1949,1
31,160,1
32,1888,4
32,899,5
32,782,5
32,651,4
32,1977,4
32,1802,5
32,54,5
32,1602,5
32,1539,5
32,332,5
32,1265,5
32,297,5
32,124,5
32,728,4
32,1271,5
32,424,5
32,808,5
32,368,5
32,1061,5
32,700,5
32,102,4
32,1734,5
32,32,5
32,488,5
32,1692,5
32,982,1
32,431,1
32,1188,1
32,1801,2
32,880,1
32,1237,1
32,1085,1
32,1026,1
32,136,2
32,35,2
32,1927,1
32,334,1
32,1560,1
32,1754,1
32,51,1
32,1967,1
32,562,1
32,200,1
32,1668,1
32,291,1
32,1378,1
32,10,1
32,1836,1
32,807,1
32,351,1
33,160,5
33,360,5
33,872,5
33,482,5
33,1850,4
33,590,5
33,1378,5
33,1276,5
33,200,4
33,1701,5
33,327,5
33,392,5
33,1287,5
33,113,5
33,807,5
33,1885,5
33,1149,5
33,1992,5
33,562,4
33,351,5
33,969,5
33,1247,5
33,1668,5
33,1973,5
33,227,5
33,488,1
33,1539,1
33,332,1
33,808,1
33,297,1
33,1888,1
33,102,1
33,54,2
33,1602,1
33,229,1
33,1754,2
33,1938,1
33,1560,1
33,56,2
33,148,2
33,843,1
33,1927,1
33,1026,1
33,58,1
33,1434,1
34,1836,5
34,1949,5
34,30,5
34,1885,5
34,482,5
34,807,4
34,1276,5
34,291,5
34,1247,5
34,1149,5
34,590,5
34,1490,5
34,1689,5
34,1327,5
34,10,4
34,562,5
34,227,5
34,1701,5
34,1973,5
34,327,4
34,306,5
34,1568,5
34,200,5
34,1287,5
34,969,4
34,488,1
34,1096,1
34,808,1
34,368,1
34,728,1
34,1271,1
34,1602,1
34,983,1
34,229,1
34,702,1
34,188,1
34,563,1
34,1451,1
34,678,1
34,274,1
34,1237,1
34,1754,1
34,431,1
34,1434,2
34,1818,1
35,1850,4
35,1247,5
35,10,4
35,1568,4
35,1967,5
35,1287,5
35,227,5
35,1689,5
35,1327,4
35,392,5
35,1949,5
35,1859,5
35,306,5
35,160,5
35,872,5
35,1149,5
35,1378,5
35,1779,5
35,327,5
35,1668,5
35,360,5
35,969,4
35,291,4
35,562,4
35,17,4
35,32,1
35,1045,1
35,700,1
35,782,2
35,1802,2
35,54,1
35,912,2
35,368,1
35,1595,1
35,728,1
35,431,1
35,334,1
35,843,1
35,1085,1
35,354,1
35,1754,1
35,1237,2
35,880,1
35,678,1
35,1560,2
36,1602,5
36,1888,5
36,488,5
36,1434,4
36,1802,5
36,1595,5
36,1265,5
36,1045,5
36,424,5
36,728,5
36,297,5
36,983,4
36,1734,5
36,912,5
36,615,5
36,702,4
36,1271,5
36,124,5
36,102,5
36,465,5
36,416,5
36,899,4
36,332,5
36,651,4
36,782,5
36,5,1
36,1867,1
36,843,1
36,1801,1
36,1188,1
36,354,1
36,1927,1
36,1026,1
36,1451,1
36,1500,1
36,274,1
36,69,1
36,1818,1
36,1754,1
36,431,1
36,291,1
36,360,1
36,1247,1
36,1668,1
36,227,1
36,590,1
36,1568,1
36,392,1
36,1949,1
36,306,1
37,1276,5
37,1378,4
37,1287,5
37,10,5
37,200,5
37,1836,5
37,590,5
37,1490,5
37,392,5
37,1701,4
37,1568,5
37,227,5
37,1859,5
37,1967,5
37,30,5
37,1850,5
37,1247,5
37,113,4
37,1885,5
37,1668,4
37,17,5
37,1949,5
37,291,4
37,327,5
37,1973,5
37,1045,1
37,728,1
37,332,1
37,124,1
37,32,1
37,808,1
37,615,1
37,700,2
37,1061,1
37,899,2
37,1801,1
37,69,1
37,1085,1
37,678,1
37,274,1
37,431,1
37,843,1
37,1867,2
37,1560,1
37,1188,1
38,368,5
38,424,5
38,1888,4
38,808,5
38,229,5
38,700,5
38,102,5
38,124,5
38,54,5
38,782,4
38,332,4
38,1734,5
38,488,5
38,651,5
38,1265,5
38,912,5
38,416,5
38,1595,5
38,1061,5
38,728,5
38,1692,5
38,1539,5
38,702,5
38,1271,4
38,1045,5
38,334,2
38,1927,1
38,563,1
38,1867,1
38,354,1
38,1434,1
38,982,1
38,56,1
38,274,1
38,188,1
38,1938,1
38,678,1
38,1500,2
38,1754,1
38,94,1
38,1992,1
38,10,1
38,1836,1
38,482,1
38,872,1
38,306,1
38,1247,1
38,327,1
38,227,1
38,392,1
39,728,5
39,1888,4
39,124,5
39,332,5
39,368,5
39,1265,5
39,424,4
39,983,5
39,1595,5
39,1539,5
39,1802,4
39,912,5
39,899,5
39,1096,5
39,229,5
39,782,5
39,651,5
39,1977,5
39,1692,5
39,1061,5
39,1602,5
39,702,5
39,1734,5
39,488,5
39,700,4
39,1938,1
39,1649,1
39,58,1
39,1801,1
39,1754,1
39,437,1
39,1867,1
39,982,1
39,1927,1
39,1500,1
39,880,1
39,354,2
39,1204,1
39,431,1
39,1026,1
39,1327,2
39,306,1
39,30,1
39,1701,1
39,1859,1
39,160,1
39,1490,1
39,1779,1
39,200,1
39,1689,1
40,1276,5
40,562,4
40,872,5
40,10,5
40,392,4
40,227,5
40,482,5
40,1490,5
40,17,4
40,1967,5
40,351,5
40,327,5
40,30,5
40,1859,5
40,1885,5
40,1668,5
40,1689,5
40,306,5
40,160,4
40,200,5
40,1149,4
40,1992,5
40,1836,5
40,360,4
40,590,5
40,728,1
40,465,1
40,782,1
40,1096,1
40,899,2
40,651,1
40,54,1
40,1271,1
40,1434,1
40,700,1
40,35,1
40,1026,1
40,1938,1
40,1927,2
40,982,1
40,1085,1
40,1867,1
40,56,1
40,1754,1
40,1451,1
41,1802,5
41,416,5
41,912,5
41,615,5
41,1595,5
41,465,5
41,1096,5
41,332,5
41,297,5
41,229,4
41,702,5
41,1434,5
41,1265,4
41,424,4
41,32,5
41,368,5
41,700,5
41,1271,5
41,1539,5
41,782,5
41,651,4
41,488,5
41,1692,4
41,983,5
41,1734,4
41,982,2
41,188,1
41,1867,1
41,1188,1
41,334,1
41,1938,1
41,1237,2
41,563,1
41,880,1
41,1500,1
41,1451,1
41,1560,1
41,431,1
41,274,1
41,1085,1
41,1949,1
41,200,1
41,1836,1
41,872,1
41,1490,1
41,562,1
41,360,1
41,1885,2
41,1668,1
41,1276,1
42,465,5
42,1271,5
42,1977,5
42,1096,5
42,899,5
42,700,5
42,983,5
42,912,4
42,32,4
42,416,5
42,1434,4
42,1888,4
42,488,5
42,1734,5
42,702,5
42,1061,4
42,782,5
42,1602,5
42,615,4
42,368,5
42,424,4
42,1265,5
42,54,5
42,808,4
42,1539,5
42,5,1
42,1188,1
42,136,1
42,1801,1
42,1451,1
42,843,1
42,678,2
42,58,2
42,1754,1
42,188,1
42,274,1
42,148,1
42,69,1
42,51,1
42,1867,1
42,1287,1
42,17,1
42,1779,1
42,360,1
42,1149,1
42,1490,1
42,306,1
42,227,2
42,1949,2
42,1850,1
43,1602,5
43,32,5
43,899,4
43,416,5
43,1692,5
43,1061,5
43,1595,5
43,782,5
43,700,4
43,1977,5
43,1888,5
43,102,4
43,1265,5
43,983,5
43,1539,4
43,229,5
43,1045,5
43,615,5
43,297,4
43,1271,4
43,1802,5
43,54,5
43,1434,5
43,1734,5
43,124,4
43,1649,1
43,56,1
43,880,1
43,1801,1
43,136,2
43,69,1
43,1451,1
43,274,1
43,148,1
43,354,1
43,563,1
43,843,1
43,51,1
43,5,1
43,94,1
43,227,1
43,1850,1
43,306,1
43,200,1
43,1276,1
43,1967,1
43,1689,1
43,1701,1
43,1885,1
43,872,1
44,51,4
44,136,5
44,880,5
44,1188,5
44,148,4
44,563,5
44,69,4
44,1801,5
44,1818,5
44,1204,5
44,1754,5
44,5,5
44,1560,5
44,35,5
44,1026,4
44,1237,5
44,1927,5
44,58,5
44,1451,5
44,94,5
44,1867,5
44,678,5
44,1938,5
44,1434,5
44,354,5
44,424,2
44,1888,1
44,1802,1
44,912,1
44,32,1
44,700,1
44,728,1
44,1539,1
44,1061,1
44,782,1
44,124,1
44,102,1
44,229,1
44,1602,2
44,615,1
44,590,1
44,1701,1
44,17,1
44,360,1
44,1859,1
44,1568,1
44,291,1
44,1689,1
44,1247,1
44,113,1
45,563,5
45,188,4
45,880,4
45,1188,5
45,1938,4
45,274,5
45,51,5
45,678,5
45,148,5
45,1560,5
45,1434,5
45,1754,5
45,1237,5
45,136,5
45,5,5
45,1818,4
45,1649,5
45,437,5
45,334,5
45,56,5
45,1500,5
45,1801,4
45,58,5
45,1204,5
45,843,5
45,782,1
45,615,1
45,899,1
45,651,1
45,465,1
45,1096,1
45,983,2
45,1045,1
45,728,1
45,808,1
45,416,1
45,1595,1
45,229,1
45,1602,1
45,702,2
45,1850,1
45,1885,1
45,1779,1
45,562,2
45,351,1
45,1378,1
45,200,1
45,10,1
45,1327,1
45,1949,1
46,58,4
46,1867,5
46,1237,5
46,69,5
46,678,5
46,1026,5
46,843,5
46,982,5
46,1754,5
46,148,5
46,94,5
46,5,5
46,334,4
46,1451,5
46,274,5
46,1500,5
46,880,5
46,1801,5
46,1560,5
46,56,5
46,563,5
46,51,5
